Node_ID,Node_Type,Trust_Value,Detection_Confidence,Energy,Packets_Forwarded,Packets_Dropped,RREQ_Forwarded,RREP_Forwarded,Forwarding_Ratio,Control_Packet_Ratio,Sequence_Number_Difference,Reply_Count,Suspicious_Activities,Trust_Stability
Node_8356,Normal,0.45,0.37,0.33,493,26,12,35,0.19,0.44,69,48,0,0.78
Node_8357,Confirmed Black Hole,0.07,0.1,0.84,239,446,17,14,0.62,0.28,9,34,2,0.12
Node_8358,Normal,0.63,0.28,0.92,487,91,6,31,0.26,0.2,38,37,1,0.9
Node_8359,Normal,0.22,0.1,0.44,67,18,12,24,0.94,0.44,72,0,0,1.0
Node_8360,Normal,0.38,0.46,0.43,33,29,17,12,0.44,0.24,71,9,1,0.41
Node_8361,Normal,0.89,0.64,0.83,309,22,8,11,0.38,0.21,17,42,2,0.46
Node_8362,Suspicious,0.51,0.8,0.58,322,397,14,3,0.49,0.06,46,10,0,0.3
Node_8363,Normal,0.5,0.74,0.4,254,31,0,15,0.92,0.03,96,0,1,0.39
Node_8364,Normal,0.65,0.4,0.45,62,85,18,29,0.55,0.35,91,43,2,0.61
Node_8365,Normal,0.5,0.22,0.58,131,36,5,4,0.12,0.35,5,23,0,0.45
Node_8366,Normal,0.82,0.53,0.28,450,14,9,0,0.42,0.36,98,16,0,0.57
Node_8367,Normal,0.88,0.28,0.27,127,84,8,37,0.6,0.38,92,3,0,0.83
Node_8368,Normal,0.7,0.53,0.28,92,51,18,4,0.3,0.03,22,17,2,0.93
Node_8369,Normal,0.38,0.57,0.37,374,18,20,38,0.97,0.06,11,25,2,0.33
Node_8370,Normal,0.25,0.48,0.84,177,16,3,36,0.61,0.45,18,7,0,0.93
Node_8371,Normal,0.9,0.76,0.41,106,42,14,39,0.91,0.28,100,34,1,0.3
Node_8372,Normal,0.64,0.29,0.44,85,10,8,21,0.26,0.03,32,18,0,0.96
Node_8373,Normal,0.25,0.65,0.62,428,26,11,1,0.49,0.4,75,15,0,0.53
Node_8374,Suspicious,0.57,0.89,0.6,349,482,7,29,0.34,0.37,89,31,4,0.43
Node_8375,Suspicious,0.55,0.66,0.89,208,161,11,32,0.79,0.1,75,15,4,0.53
Node_8376,Suspicious,0.67,0.18,0.36,360,175,6,36,0.5,0.32,31,41,9,0.49
Node_8377,Normal,0.63,0.61,0.11,366,47,4,38,0.39,0.03,42,2,1,0.31
Node_8378,Normal,0.87,0.2,0.12,472,83,4,12,0.61,0.37,18,16,2,0.65
Node_8379,Confirmed Black Hole,0.04,0.5,0.88,354,377,17,16,0.17,0.02,44,13,7,0.15
Node_8380,Suspicious,0.8,0.37,0.4,212,227,2,12,0.99,0.1,33,19,2,0.21
Node_8381,Suspicious,0.16,0.3,0.81,230,183,7,29,0.92,0.43,16,18,10,0.37
Node_8382,Normal,0.85,0.11,0.34,360,52,11,11,0.87,0.27,64,31,0,0.4
Node_8383,Normal,0.87,0.23,0.8,263,45,12,32,0.19,0.05,33,10,2,0.87
Node_8384,Normal,0.8,0.55,0.56,339,10,11,14,0.31,0.06,33,41,2,0.6
Node_8385,Normal,0.54,0.7,0.41,98,36,0,34,0.14,0.06,23,10,0,0.56
Node_8386,Normal,0.53,0.21,0.59,228,51,13,30,0.13,0.33,67,14,2,0.32
Node_8387,Normal,0.28,0.41,0.13,368,48,15,34,0.78,0.32,34,47,0,0.31
Node_8388,Normal,0.85,0.35,1.0,377,22,14,36,0.85,0.47,22,44,0,0.44
Node_8389,Suspicious,0.81,0.75,0.55,348,197,11,17,0.47,0.47,31,41,1,0.48
Node_8390,Suspicious,0.69,0.76,0.61,274,140,19,23,0.78,0.31,13,32,7,0.24
Node_8391,Normal,0.75,0.55,0.72,90,43,8,18,0.99,0.24,58,27,0,0.83
Node_8392,Normal,0.68,0.24,0.61,457,47,6,4,0.65,0.38,39,49,0,0.54
Node_8393,Normal,0.57,0.57,0.12,83,54,7,6,0.83,0.08,79,13,0,0.58
Node_8394,Normal,0.27,0.52,0.38,191,33,3,17,0.32,0.17,31,50,2,0.61
Node_8395,Normal,0.38,0.83,0.63,240,98,2,36,0.67,0.31,41,12,1,0.74
Node_8396,Normal,0.29,0.4,0.44,21,41,3,27,0.47,0.5,26,3,1,0.41
Node_8397,Normal,0.43,0.65,0.58,401,29,4,29,0.99,0.34,31,29,1,0.66
Node_8398,Normal,0.8,0.34,0.31,94,100,8,32,0.2,0.37,38,4,1,0.83
Node_8399,Normal,0.65,0.24,0.87,294,16,3,17,0.43,0.3,65,43,0,0.97
Node_8400,Normal,0.52,0.35,0.31,144,36,12,26,0.24,0.15,4,21,0,1.0
Node_8401,Suspicious,0.48,0.65,0.96,143,396,4,18,0.6,0.05,14,5,8,0.56
Node_8402,Normal,0.59,0.48,0.54,355,5,5,2,0.71,0.41,5,24,0,0.37
Node_8403,Normal,0.13,0.32,0.54,231,23,19,17,0.12,0.06,89,20,1,0.79
Node_8404,Suspicious,0.83,0.33,0.12,253,440,10,22,0.2,0.1,25,20,6,0.52
Node_8405,Normal,0.65,0.69,0.67,105,27,1,30,0.45,0.17,8,13,0,0.74
Node_8406,Normal,0.43,0.43,0.37,314,84,6,1,0.65,0.36,7,50,2,0.79
Node_8407,Normal,0.61,0.74,0.97,489,64,9,15,0.83,0.25,41,49,1,0.44
Node_8408,Normal,0.51,0.66,0.65,181,13,7,4,0.58,0.02,36,40,1,0.84
Node_8409,Normal,0.23,0.52,0.61,211,25,17,18,0.37,0.18,99,1,0,0.48
Node_8410,Normal,0.64,0.76,0.93,113,64,3,4,0.59,0.24,20,11,1,0.98
Node_8411,Normal,0.79,0.4,0.26,338,36,14,37,0.46,0.36,8,47,2,0.84
Node_8412,Normal,0.35,0.86,0.69,220,77,3,24,0.92,0.23,51,43,0,0.99
Node_8413,Normal,0.82,0.34,0.8,102,14,0,13,0.57,0.18,48,39,0,0.64
Node_8414,Normal,0.12,0.85,0.33,126,38,16,34,0.87,0.31,18,19,0,0.85
Node_8415,Normal,0.64,0.3,0.82,74,29,15,22,0.24,0.04,39,19,0,0.34
Node_8416,Normal,0.14,0.53,1.0,335,14,11,32,0.65,0.13,42,24,2,0.81
Node_8417,Normal,0.43,0.79,0.69,221,38,20,35,0.94,0.43,33,7,0,0.42
Node_8418,Normal,0.5,0.72,0.66,248,17,7,8,0.87,0.42,16,37,1,0.41
Node_8419,Normal,0.8,0.41,0.81,285,79,11,30,0.96,0.48,33,45,0,0.91
Node_8420,Normal,0.84,0.66,0.68,256,33,6,26,0.44,0.17,57,32,1,0.83
Node_8421,Normal,0.75,0.52,0.91,369,38,16,13,0.81,0.38,62,27,0,0.54
Node_8422,Normal,0.32,0.61,0.62,383,78,12,11,0.59,0.06,9,36,0,0.9
Node_8423,Normal,0.7,0.59,0.41,291,49,2,16,0.76,0.11,9,27,2,0.37
Node_8424,Normal,0.27,0.56,0.35,352,46,19,40,0.13,0.4,21,33,1,0.57
Node_8425,Normal,0.72,0.71,0.24,371,78,14,28,0.61,0.31,95,37,2,0.97
Node_8426,Normal,0.61,0.38,0.63,350,1,1,10,0.62,0.07,37,15,2,0.81
Node_8427,Normal,0.46,0.83,0.57,470,43,0,31,0.89,0.42,59,0,2,0.54
Node_8428,Normal,0.81,0.15,0.5,260,43,6,1,0.84,0.26,56,8,1,0.58
Node_8429,Normal,0.76,0.76,0.32,313,24,12,16,0.35,0.27,75,11,1,0.68
Node_8430,Normal,0.49,0.41,0.12,475,73,18,23,0.88,0.06,73,11,2,0.88
Node_8431,Suspicious,0.49,0.63,0.9,232,179,19,20,0.34,0.15,12,42,8,0.39
Node_8432,Normal,0.37,0.17,0.61,238,1,6,23,0.47,0.18,96,35,1,0.97
Node_8433,Confirmed Black Hole,0.17,0.79,0.66,255,299,20,18,0.48,0.2,56,28,0,0.3
Node_8434,Normal,0.14,0.72,0.89,359,70,14,14,0.64,0.24,26,31,1,0.67
Node_8435,Normal,0.24,0.26,0.5,101,93,17,23,0.31,0.03,54,23,0,0.77
Node_8436,Normal,0.62,0.64,0.57,226,55,14,14,0.8,0.45,63,22,1,0.55
Node_8437,Normal,0.4,0.63,0.7,67,44,19,15,0.3,0.07,25,9,1,0.38
Node_8438,Normal,0.59,0.2,0.37,62,6,5,38,0.62,0.23,78,36,0,0.85
Node_8439,Normal,0.45,0.27,0.12,495,100,17,7,0.85,0.22,100,7,1,0.45
Node_8440,Normal,0.84,0.12,0.58,59,55,13,12,0.97,0.24,75,27,0,0.38
Node_8441,Suspicious,0.18,0.57,0.67,321,26,2,10,0.43,0.4,17,19,2,0.16
Node_8442,Normal,0.87,0.25,0.28,438,98,8,31,0.72,0.07,58,1,2,0.49
Node_8443,Normal,0.6,0.49,0.92,357,74,9,20,0.78,0.42,27,22,2,0.51
Node_8444,Normal,0.85,0.42,0.59,403,93,8,20,0.25,0.21,23,26,2,0.72
Node_8445,Normal,0.17,0.49,0.37,175,45,9,36,0.36,0.22,14,11,1,0.88
Node_8446,Normal,0.37,0.31,0.87,482,75,0,39,0.94,0.38,55,21,0,0.62
Node_8447,Suspicious,0.75,0.62,0.15,347,284,5,12,0.98,0.29,55,21,0,0.18
Node_8448,Normal,0.48,0.48,0.14,262,1,17,8,0.14,0.38,70,13,2,0.82
Node_8449,Normal,0.8,0.13,0.9,149,84,16,35,0.75,0.14,22,0,0,0.68
Node_8450,Normal,0.71,0.26,0.66,451,25,1,37,0.36,0.03,33,37,1,0.57
Node_8451,Normal,0.61,0.12,0.69,70,44,14,16,0.89,0.24,34,1,0,0.45
Node_8452,Normal,0.27,0.18,0.57,469,17,15,2,0.22,0.5,34,38,0,0.32
Node_8453,Confirmed Black Hole,0.12,0.19,0.25,304,448,20,15,0.45,0.45,82,0,9,0.29
Node_8454,Normal,0.29,0.8,0.98,64,60,19,21,0.47,0.19,20,37,1,0.86
Node_8455,Normal,0.88,0.11,0.8,182,49,19,20,0.64,0.09,81,30,1,1.0
Node_8456,Normal,0.31,0.83,0.28,332,17,12,3,0.41,0.38,46,23,0,0.43
Node_8457,Normal,0.46,0.21,0.11,437,69,17,20,0.26,0.46,51,1,1,0.68
Node_8458,Normal,0.27,0.69,0.5,248,88,11,31,0.56,0.43,94,10,2,0.59
Node_8459,Normal,0.27,0.26,0.76,49,80,20,28,0.58,0.37,20,22,1,0.38
Node_8460,Normal,0.75,0.4,0.6,71,43,13,9,0.1,0.27,47,27,0,0.89
Node_8461,Normal,0.2,0.84,0.45,430,13,6,14,0.56,0.42,93,28,0,0.76
Node_8462,Suspicious,0.19,0.48,0.3,119,360,2,40,0.17,0.08,40,21,4,0.3
Node_8463,Normal,0.2,0.67,0.35,163,32,9,5,0.42,0.08,16,30,2,0.34
Node_8464,Normal,0.81,0.43,0.97,65,47,7,1,0.33,0.1,46,4,1,0.9
Node_8465,Normal,0.19,0.46,0.83,221,49,8,15,0.54,0.13,74,17,0,0.99
Node_8466,Suspicious,0.88,0.44,0.23,125,127,6,8,0.78,0.32,34,12,9,0.54
Node_8467,Normal,0.31,0.44,0.56,396,53,2,40,0.28,0.1,73,11,0,0.73
Node_8468,Normal,0.41,0.21,0.67,330,20,3,28,0.46,0.22,67,40,0,0.33
Node_8469,Normal,0.67,0.19,0.28,176,89,10,35,0.12,0.17,76,49,2,0.81
Node_8470,Normal,0.85,0.42,0.36,183,76,15,10,0.64,0.07,79,9,0,0.37
Node_8471,Normal,0.28,0.1,0.17,472,74,9,35,0.45,0.37,49,15,2,0.74
Node_8472,Normal,0.74,0.54,0.8,132,18,7,11,0.77,0.23,30,13,2,0.59
Node_8473,Normal,0.61,0.35,0.16,118,31,10,24,0.59,0.3,78,39,2,0.43
Node_8474,Suspicious,0.28,0.23,0.84,139,241,16,27,0.44,0.02,95,14,10,0.56
Node_8475,Normal,0.61,0.49,0.84,269,71,16,35,0.3,0.09,17,31,0,0.68
Node_8476,Normal,0.34,0.8,0.75,67,99,4,18,0.64,0.19,9,18,1,0.72
Node_8477,Normal,0.58,0.33,0.64,192,23,16,14,0.61,0.02,14,2,2,0.32
Node_8478,Normal,0.87,0.67,0.62,349,1,12,16,0.46,0.24,59,7,1,0.73
Node_8479,Normal,0.24,0.21,0.16,162,81,2,13,0.33,0.14,44,12,2,0.41
Node_8480,Normal,0.85,0.36,0.8,305,83,13,30,0.82,0.46,69,8,0,0.54
Node_8481,Normal,0.13,0.24,0.66,166,59,12,17,0.8,0.11,51,48,2,0.9
Node_8482,Confirmed Black Hole,0.14,0.58,0.47,216,267,9,32,0.8,0.05,25,33,9,0.5
Node_8483,Normal,0.31,0.49,0.93,47,75,6,15,0.65,0.16,77,34,1,0.93
Node_8484,Normal,0.16,0.61,0.19,145,57,7,20,0.35,0.46,14,28,2,0.39
Node_8485,Normal,0.83,0.49,0.76,233,49,0,39,0.73,0.19,54,42,0,0.35
Node_8486,Normal,0.3,0.63,0.63,194,97,2,19,0.14,0.07,29,43,0,0.81
Node_8487,Normal,0.66,0.85,0.48,322,83,11,26,0.22,0.31,43,13,1,0.54
Node_8488,Normal,0.6,0.43,0.44,361,25,10,14,0.17,0.45,66,34,2,0.63
Node_8489,Suspicious,0.72,0.22,0.34,202,140,12,6,0.53,0.04,41,50,5,0.36
Node_8490,Normal,0.73,0.73,0.82,391,95,10,13,0.89,0.31,44,2,2,0.84
Node_8491,Normal,0.19,0.49,0.75,231,9,1,4,0.38,0.33,77,30,0,0.5
Node_8492,Suspicious,0.25,0.9,0.79,441,30,12,3,0.22,0.19,13,50,1,0.4
Node_8493,Normal,0.12,0.24,0.58,72,58,13,33,0.3,0.39,8,29,0,0.49
Node_8494,Suspicious,0.85,0.77,0.35,500,122,11,39,0.93,0.22,79,4,5,0.58
Node_8495,Suspicious,0.41,0.45,0.17,241,185,10,39,0.58,0.03,98,35,5,0.15
Node_8496,Normal,0.17,0.24,0.29,197,78,5,14,0.64,0.33,97,39,0,0.85
Node_8497,Normal,0.68,0.11,0.81,426,75,2,17,0.21,0.19,68,17,1,0.81
Node_8498,Normal,0.42,0.76,0.71,348,28,15,9,0.38,0.07,20,24,1,0.93
Node_8499,Normal,0.14,0.75,0.52,139,55,9,10,0.77,0.3,42,18,0,0.42
Node_8500,Normal,0.64,0.71,0.35,86,99,2,29,0.46,0.37,59,42,0,0.37
Node_8501,Normal,0.13,0.58,0.45,39,2,17,4,0.6,0.16,5,21,2,0.41
Node_8502,Suspicious,0.12,0.79,0.73,394,499,13,33,0.88,0.45,26,10,10,0.33
Node_8503,Normal,0.78,0.17,0.49,228,34,13,29,0.74,0.15,5,35,2,0.8
Node_8504,Normal,0.63,0.48,0.68,143,38,15,24,0.64,0.02,93,45,0,0.43
Node_8505,Confirmed Black Hole,0.07,0.67,0.22,445,348,2,30,0.75,0.39,97,41,6,0.52
Node_8506,Suspicious,0.48,0.11,0.62,47,222,0,6,0.58,0.26,61,12,10,0.53
Node_8507,Normal,0.54,0.45,0.78,230,61,8,0,0.61,0.42,83,34,1,0.42
Node_8508,Normal,0.26,0.27,0.94,435,91,2,0,0.26,0.22,62,12,0,0.87
Node_8509,Confirmed Black Hole,0.01,0.64,0.22,240,69,3,7,0.13,0.04,69,22,8,0.34
Node_8510,Normal,0.14,0.16,0.49,334,65,15,5,0.51,0.15,45,30,2,0.32
Node_8511,Suspicious,0.18,0.15,0.62,72,16,19,40,0.15,0.3,100,2,9,0.22
Node_8512,Normal,0.39,0.3,0.12,163,78,10,38,0.98,0.03,51,11,0,0.65
Node_8513,Normal,0.77,0.6,0.68,476,74,16,27,0.48,0.34,44,46,1,0.79
Node_8514,Normal,0.83,0.61,0.77,193,35,1,0,0.39,0.33,6,38,2,0.69
Node_8515,Normal,0.35,0.45,0.51,203,23,15,38,0.36,0.28,63,2,1,0.94
Node_8516,Normal,0.28,0.6,0.22,364,47,10,15,0.99,0.39,38,11,0,0.77
Node_8517,Confirmed Black Hole,0.11,0.78,0.97,82,173,9,16,0.45,0.3,85,50,8,0.35
Node_8518,Suspicious,0.25,0.2,0.96,375,451,20,35,0.91,0.06,27,37,7,0.25
Node_8519,Normal,0.18,0.71,0.83,79,57,7,17,0.59,0.41,38,41,2,0.43
Node_8520,Normal,0.11,0.75,0.98,276,65,16,16,0.35,0.33,44,39,0,0.7
Node_8521,Normal,0.28,0.88,0.22,116,57,7,17,0.35,0.14,4,21,0,0.9
Node_8522,Normal,0.81,0.62,0.71,485,95,16,11,0.29,0.47,24,16,2,0.69
Node_8523,Normal,0.22,0.68,0.45,377,88,14,26,0.44,0.29,30,16,0,0.84
Node_8524,Normal,0.34,0.58,0.34,437,62,8,37,0.38,0.09,51,38,0,0.59
Node_8525,Normal,0.78,0.79,0.78,458,82,15,18,0.38,0.22,45,4,2,0.31
Node_8526,Normal,0.2,0.27,0.15,493,43,5,25,0.58,0.33,7,12,2,0.46
Node_8527,Suspicious,0.55,0.57,0.43,58,352,12,22,0.7,0.46,79,27,4,0.13
Node_8528,Normal,0.5,0.73,0.6,455,87,15,9,0.11,0.18,26,27,2,0.41
Node_8529,Normal,0.72,0.24,0.25,256,76,7,3,0.13,0.29,0,5,2,0.56
Node_8530,Suspicious,0.67,0.35,0.71,111,51,4,29,0.3,0.4,3,30,8,0.36
Node_8531,Normal,0.41,0.4,0.76,276,85,20,13,0.46,0.34,10,16,2,0.74
Node_8532,Normal,0.19,0.61,0.49,371,85,10,22,0.18,0.45,64,49,1,0.8
Node_8533,Normal,0.14,0.43,0.62,273,5,14,19,0.12,0.43,7,41,2,0.55
Node_8534,Normal,0.72,0.3,0.73,48,71,13,39,1.0,0.05,23,12,1,0.33
Node_8535,Normal,0.63,0.87,0.46,278,50,6,25,0.37,0.19,35,9,1,0.84
Node_8536,Confirmed Black Hole,0.12,0.35,0.85,128,362,3,20,0.21,0.34,63,36,8,0.13
Node_8537,Suspicious,0.23,0.87,0.28,181,119,7,12,0.32,0.26,99,29,3,0.25
Node_8538,Normal,0.59,0.14,0.57,238,48,17,27,0.16,0.37,3,40,1,0.33
Node_8539,Suspicious,0.69,0.16,0.89,326,42,5,37,0.69,0.39,8,7,6,0.57
Node_8540,Normal,0.47,0.5,0.74,155,91,13,34,0.75,0.03,13,35,0,0.32
Node_8541,Normal,0.23,0.59,0.73,5,24,14,7,0.86,0.14,89,35,0,0.53
Node_8542,Normal,0.22,0.85,0.67,500,77,18,20,0.95,0.05,67,41,2,0.41
Node_8543,Normal,0.36,0.83,0.54,141,23,2,23,0.53,0.17,6,18,2,0.93
Node_8544,Normal,0.73,0.24,0.62,69,99,8,27,0.43,0.24,68,38,1,0.66
Node_8545,Suspicious,0.2,0.62,0.99,313,343,1,0,0.45,0.4,41,16,9,0.59
Node_8546,Normal,0.52,0.45,0.69,482,83,7,31,0.67,0.21,28,15,0,0.52
Node_8547,Suspicious,0.6,0.79,0.7,472,236,15,26,0.7,0.35,8,27,5,0.55
Node_8548,Normal,0.45,0.7,0.26,362,99,17,35,0.82,0.14,37,4,1,0.33
Node_8549,Normal,0.14,0.43,0.4,280,60,12,23,0.41,0.12,45,37,2,0.55
Node_8550,Normal,0.61,0.7,0.56,390,77,0,39,0.69,0.13,8,44,1,0.64
Node_8551,Suspicious,0.85,0.46,0.37,272,413,14,22,0.99,0.06,66,42,3,0.36
Node_8552,Suspicious,0.41,0.79,0.84,413,324,19,8,0.57,0.17,42,45,6,0.42
Node_8553,Normal,0.3,0.32,0.7,215,16,8,21,0.81,0.37,78,20,0,0.5
Node_8554,Normal,0.75,0.31,0.66,493,37,19,17,0.68,0.18,96,7,0,0.97
Node_8555,Suspicious,0.18,0.48,0.92,357,349,3,21,0.66,0.48,35,14,3,0.1
Node_8556,Normal,0.63,0.83,0.94,451,94,0,29,0.84,0.25,43,13,2,0.73
Node_8557,Normal,0.68,0.72,0.37,284,70,16,26,0.62,0.18,35,6,2,0.83
Node_8558,Normal,0.66,0.13,0.48,177,30,16,35,0.12,0.35,69,37,1,0.82
Node_8559,Normal,0.89,0.46,0.82,157,83,20,5,0.55,0.34,9,22,0,0.79
Node_8560,Normal,0.31,0.52,0.75,456,19,11,16,0.7,0.28,91,11,2,0.92
Node_8561,Normal,0.25,0.38,0.77,57,92,19,2,0.3,0.48,55,31,2,0.35
Node_8562,Normal,0.52,0.41,0.24,381,77,17,14,0.97,0.1,20,33,1,0.6
Node_8563,Normal,0.58,0.69,0.3,20,59,10,26,0.55,0.33,7,21,1,0.45
Node_8564,Normal,0.78,0.28,0.58,111,3,20,29,0.53,0.29,60,31,2,0.43
Node_8565,Normal,0.4,0.76,0.49,204,73,10,35,0.26,0.02,38,33,1,0.77
Node_8566,Suspicious,0.81,0.61,0.63,314,462,17,26,0.88,0.24,47,38,4,0.41
Node_8567,Normal,0.26,0.73,0.67,193,41,8,21,0.98,0.2,8,34,0,0.73
Node_8568,Normal,0.83,0.8,0.24,304,100,6,9,0.39,0.12,90,49,1,0.31
Node_8569,Normal,0.31,0.65,0.45,397,87,20,8,0.6,0.03,7,50,0,0.58
Node_8570,Normal,0.37,0.3,0.39,208,15,17,40,0.27,0.04,32,26,2,0.4
Node_8571,Suspicious,0.26,0.58,0.46,90,446,15,26,0.27,0.46,18,3,4,0.55
Node_8572,Normal,0.2,0.38,0.24,158,26,17,2,0.81,0.25,95,25,0,0.36
Node_8573,Suspicious,0.15,0.15,0.3,451,382,10,18,0.33,0.28,21,42,8,0.3
Node_8574,Normal,0.35,0.88,0.65,143,69,1,16,0.24,0.26,19,49,2,0.43
Node_8575,Normal,0.42,0.7,0.69,201,55,9,31,0.52,0.35,36,25,1,0.3
Node_8576,Normal,0.58,0.64,0.5,390,75,20,6,0.15,0.05,59,32,2,0.46
Node_8577,Normal,0.87,0.69,0.5,308,69,2,8,0.64,0.44,72,39,2,0.91
Node_8578,Normal,0.39,0.28,0.23,44,17,17,19,0.97,0.4,43,43,1,0.6
Node_8579,Normal,0.7,0.85,0.99,351,66,1,2,0.16,0.32,24,40,2,0.32
Node_8580,Normal,0.88,0.82,0.29,213,97,20,29,0.84,0.5,47,32,2,0.77
Node_8581,Normal,0.89,0.43,0.38,351,50,19,13,0.25,0.1,57,10,0,0.37
Node_8582,Suspicious,0.19,0.49,0.88,340,96,1,28,0.57,0.48,95,45,6,0.44
Node_8583,Normal,0.71,0.65,0.59,281,63,20,2,0.72,0.33,80,5,0,0.87
Node_8584,Normal,0.64,0.53,0.45,138,63,7,38,0.21,0.15,33,46,1,0.68
Node_8585,Normal,0.86,0.22,0.88,16,34,13,36,0.22,0.11,35,13,0,0.6
Node_8586,Normal,0.36,0.84,0.17,390,92,2,16,0.31,0.38,82,45,2,0.55
Node_8587,Normal,0.41,0.48,0.8,17,49,15,30,0.57,0.08,10,21,2,0.65
Node_8588,Normal,0.67,0.61,0.69,213,7,0,32,0.54,0.06,70,37,2,0.7
Node_8589,Normal,0.46,0.75,0.84,10,77,12,8,0.71,0.13,47,37,1,0.3
Node_8590,Normal,0.8,0.83,0.47,230,73,19,8,0.26,0.28,96,17,2,0.63
Node_8591,Normal,0.21,0.34,0.11,258,65,16,20,0.47,0.36,88,41,0,0.61
Node_8592,Normal,0.24,0.59,0.55,255,47,8,12,0.75,0.15,98,14,1,0.57
Node_8593,Normal,0.41,0.44,0.24,270,15,13,27,0.92,0.16,75,46,1,0.73
Node_8594,Normal,0.29,0.25,0.56,295,65,20,14,0.77,0.22,74,26,2,0.71
Node_8595,Normal,0.51,0.89,0.43,472,6,16,26,0.45,0.44,73,3,1,0.58
Node_8596,Normal,0.11,0.36,0.68,397,42,19,10,0.18,0.2,34,40,2,0.76
Node_8597,Normal,0.23,0.12,0.42,186,42,6,0,0.53,0.05,72,24,1,0.7
Node_8598,Normal,0.22,0.56,0.78,117,14,10,38,0.7,0.12,62,46,0,0.53
Node_8599,Normal,0.35,0.64,0.79,108,76,2,14,0.18,0.35,70,20,1,0.86
Node_8600,Suspicious,0.11,0.41,0.89,239,429,20,21,0.8,0.13,67,8,6,0.19
Node_8601,Normal,0.67,0.67,0.71,278,33,8,28,0.59,0.02,45,2,2,0.32
Node_8602,Confirmed Black Hole,0.03,0.27,0.31,425,378,1,18,0.42,0.18,39,35,7,0.53
Node_8603,Normal,0.88,0.27,0.45,248,72,11,2,0.95,0.29,56,41,0,0.36
Node_8604,Normal,0.14,0.74,0.15,92,17,0,14,0.41,0.45,34,5,0,0.4
Node_8605,Normal,0.35,0.79,0.19,364,78,9,20,0.81,0.05,0,48,1,0.38
Node_8606,Normal,0.84,0.6,0.6,205,56,2,3,0.94,0.06,41,22,0,0.7
Node_8607,Normal,0.4,0.14,0.21,407,3,12,7,0.62,0.27,98,6,1,0.97
Node_8608,Suspicious,0.72,0.78,0.91,328,100,12,39,0.96,0.47,2,1,4,0.53
Node_8609,Normal,0.85,0.85,0.27,18,90,4,21,0.56,0.18,93,40,0,0.72
Node_8610,Normal,0.48,0.2,0.21,386,66,4,29,0.95,0.24,65,38,1,0.94
Node_8611,Suspicious,0.83,0.5,0.85,165,307,14,33,0.94,0.47,82,10,1,0.27
Node_8612,Suspicious,0.74,0.16,0.8,177,443,1,32,0.63,0.18,81,34,2,0.38
Node_8613,Suspicious,0.57,0.87,0.33,103,98,9,20,0.37,0.44,6,49,2,0.42
Node_8614,Normal,0.31,0.35,0.42,270,83,6,37,0.71,0.07,32,31,1,0.51
Node_8615,Suspicious,0.29,0.18,0.69,98,129,12,23,0.2,0.25,58,37,10,0.37
Node_8616,Suspicious,0.54,0.78,0.95,230,378,16,5,0.23,0.1,14,5,2,0.48
Node_8617,Normal,0.75,0.73,0.4,193,54,17,10,0.67,0.47,82,36,2,0.32
Node_8618,Normal,0.36,0.5,0.3,239,59,18,28,0.94,0.21,51,41,1,0.52
Node_8619,Normal,0.36,0.34,0.96,185,19,20,33,0.95,0.04,60,20,2,0.81
Node_8620,Normal,0.42,0.62,0.43,390,73,6,39,0.74,0.38,89,31,1,0.82
Node_8621,Normal,0.74,0.84,0.99,462,88,9,30,0.92,0.3,100,7,1,0.54
Node_8622,Normal,0.81,0.68,0.85,108,42,12,22,0.94,0.11,75,14,1,0.87
Node_8623,Normal,0.69,0.42,0.8,320,17,17,13,0.47,0.47,30,46,2,0.84
Node_8624,Normal,0.36,0.45,0.46,216,55,10,26,0.7,0.17,40,2,1,0.72
Node_8625,Normal,0.41,0.47,0.19,327,60,6,32,0.85,0.42,86,9,0,0.55
Node_8626,Normal,0.68,0.3,0.53,80,88,6,26,0.33,0.48,65,39,1,0.37
Node_8627,Normal,0.1,0.16,0.22,225,63,19,11,0.27,0.43,13,18,0,0.47
Node_8628,Normal,0.79,0.14,0.95,232,52,20,2,0.98,0.38,36,30,0,0.49
Node_8629,Normal,0.17,0.25,0.44,99,57,17,17,0.58,0.33,86,3,1,0.54
Node_8630,Normal,0.41,0.31,0.12,94,40,2,26,0.74,0.26,3,11,1,0.91
Node_8631,Normal,0.27,0.11,0.78,431,70,7,19,0.89,0.36,84,37,1,0.43
Node_8632,Suspicious,0.59,0.83,0.52,126,24,17,16,0.16,0.45,65,6,0,0.55
Node_8633,Normal,0.77,0.14,0.24,465,85,17,37,0.21,0.25,8,34,0,0.42
Node_8634,Normal,0.17,0.59,0.25,435,57,6,6,0.64,0.16,15,8,0,0.58
Node_8635,Normal,0.65,0.41,0.78,479,28,6,29,0.4,0.36,62,32,0,0.89
Node_8636,Confirmed Black Hole,0.01,0.78,0.51,379,483,8,40,0.48,0.27,35,31,2,0.43
Node_8637,Normal,0.67,0.49,0.15,472,28,19,13,0.65,0.09,95,33,2,0.86
Node_8638,Normal,0.38,0.3,0.56,298,33,19,14,0.53,0.47,74,9,1,0.46
Node_8639,Suspicious,0.59,0.37,0.86,252,408,11,29,0.99,0.28,42,27,5,0.26
Node_8640,Normal,0.65,0.19,0.59,387,37,2,12,0.99,0.37,51,42,1,0.4
